Entity Pair,Subject,Object,STV+AF8-sum,Rel+AF8-Count,Strength,overall
20682,Eddie+AF8-Murphy,Beverly+AF8-Hills+AF8-Cop+AF8-III,0.5118504763,1,130.9751368939,67.0396862026
20683,Eddie+AF8-Murphy,The+AF8-Adventures+AF8-of+AF8-Pluto+AF8-Nash,0.4998165965,1,127.8958410309,63.9244639706
20684,Eddie+AF8-Murphy,Bowfinger,0.3425098658,1,87.6433228801,30.0187027579
20685,Eddie+AF8-Murphy,Eddie+AF8-Murphy+AF8-Raw,0.4413212836,1,112.9277361458,49.8374134699
20686,Eddie+AF8-Murphy,Life+AF8AXw-film+AF8-,1.2863667012,2,164.5813207046,211.7119305939
20687,Eddie+AF8-Murphy,Harlem+AF8-Nights,0.3425099254,1,87.6433381308,30.018713205
20688,Eddie+AF8-Murphy,Boomerang+AF8AXw-1992+AF8-film+AF8-,0.6858751178,1,175.5055267221,120.3748738151
20689,Eddie+AF8-Murphy,The+AF8-Golden+AF8-Child,0.9777830243,1,250.2005397865,244.641840474
20690,Eddie+AF8-Murphy,Shrek+AF8-4+AC0-D,0.4150068164,1,106.1942444263,44.0713352993
20691,Eddie+AF8-Murphy,Party+AF8-All+AF8-the+AF8-Time,0.5110214949,1,130.7630125385,66.8227101451
20692,Eddie+AF8-Murphy,The+AF8-PJs,0.6833408475,1,174.8570435911,119.4869603589
20693,Eddie+AF8-Murphy,48+AF8-Hrs.,0.3425099254,1,87.6433381308,30.018713205
20694,Eddie+AF8-Murphy,Showtime+AF8AXw-film+AF8-,0.8821408749,1,225.7270964852,199.1230983821
20695,Eddie+AF8-Murphy,Dr.+AF8-Dolittle+AF8AXw-film+AF8-,0.486500591,1,124.4884677373,60.5637131269
20696,Eddie+AF8-Murphy,Metro+AF8AXw-1997+AF8-film+AF8-,0.3950911164,1,101.0981047241,39.9429630614
20697,Eddie+AF8-Murphy,Holy+AF8-Man,0.3425098658,1,87.6433228801,30.0187027579
20698,Eddie+AF8-Murphy,Dreamgirls+AF8AXw-film+AF8-,0.6890217066,1,176.3106933048,121.4818947927
20699,Eddie+AF8-Murphy,I+AF8-Spy+AF8AXw-film+AF8-,0.4941195846,1,126.4380580492,62.4755207209
20700,Eddie+AF8-Murphy,The+AF8-Nutty+AF8-Professor+AF8AXw-1996+AF8-film+AF8-,0.3425098956,1,87.6433305055,30.0187079815
20701,Eddie+AF8-Murphy,The+AF8-Royal+AF8-Family+AF8AXw-TV+AF8-series+AF8-,0.9663584232,1,247.2771495343,238.9583563173
20702,Eddie+AF8-Murphy,Eddie+AF8-Murphy+AF8AXw-album+AF8-,0.5005453825,1,128.082326832,64.1110172756
20703,Eddie+AF8-Murphy,Shrek+AF8AXw-film+AF8-series+AF8-,0.3907665908,1,99.9915211442,39.0733458264
20704,Eddie+AF8-Murphy,Norbit,1.0038703978,2,128.4379607557,128.9350667564
20705,Eddie+AF8-Murphy,Meet+AF8-Dave,0.5685563087,1,145.4853395902,82.7166076473
20706,Eddie+AF8-Murphy,Patience+AF8AXw-Dreamgirls+AF8-song+AF8-,0.3425099254,1,87.6433381308,30.018713205
20707,Eddie+AF8-Murphy,Imagine+AF8-That+AF8AXw-film+AF8-,0.4412536025,1,112.9104175308,49.8221284952
20708,Eddie+AF8-Murphy,How+AF8-Could+AF8-It+AF8-Be,0.459017843,1,117.4560298513,53.9144134697
20709,Eddie+AF8-Murphy,So+AF8-Happy,0.3425099254,1,87.6433381308,30.018713205
20710,Eddie+AF8-Murphy,Love's+AF8-Alright,0.391585052,1,100.2009535325,39.2371955995
20711,Eddie+AF8-Murphy,Greatest+AF8-Comedy+AF8-Hits,0.3425099254,1,87.6433381308,30.018713205
20712,Eddie+AF8-Murphy,All+AF8-I+AF8-Fuckin'+AF8-Know,0.982727468,1,251.4657514459,247.1223012071
20713,Eddie+AF8-Murphy,Beverly+AF8-Hills+AF8-Cop+AF8AXw-film+AF8-series+AF8-,0.4918938577,1,125.8685267136,61.9139551682
20714,Eddie+AF8-Murphy,Whatzupwitu,0.982727468,1,251.4657514459,247.1223012071
20715,Eddie+AF8-Murphy,Shrek+AF8-Forever+AF8-After,0.5636379719,1,144.2268083091,81.2917057289
20716,Odessa,Ukraine,0.4103601575,1,105.005231592,43.0899633744
20717,Luton,Bedfordshire,0.6864179969,1,175.6444416352,120.5655057939
20718,Vienna,Austria,0.982727468,1,251.4657514459,247.1223012071
20719,Thiruvananthapuram,English+AF8-language,0.6870185137,1,175.7981052025,120.7765529475
20720,Wells,Somerset,0.3425098956,1,87.6433305055,30.0187079815
20721,Leopold+AF8-I+AF8-of+AF8-Belgium,Charlotte+AF8-of+AF8-Belgium,0.4092039764,1,104.7093815638,42.8474953023
20722,Leopold+AF8-I+AF8-of+AF8-Belgium,Prince+AF8-Philippe+AF8AXw-Count+AF8-of+AF8-Flanders,0.5614467859,1,143.6661154903,80.6608787848
20723,Leopold+AF8-I+AF8-of+AF8-Belgium,Louis+AC0-Philippe+AF8AXw-Crown+AF8-Prince+AF8-of+AF8-Belgium,0.3425098956,1,87.6433305055,30.0187079815
20724,Kingston+AF8-upon+AF8-Hull,United+AF8-Kingdom,0.3425099254,1,87.6433381308,30.018713205
20725,Bergen,Norway,0.5205515027,1,133.2016037561,69.3382949973
20726,Chi+//0Axf/9AJ8-in+//0AxP/9AIM-u,Moldova,0.3425099254,1,87.6433381308,30.018713205
20727,Kigali,Great+AF8-Rift+AF8-Valley,0.3814758062,1,97.614143685,37.2374341587
20728,Kampala,Great+AF8-Rift+AF8-Valley,0.342509985,1,87.6433533816,30.0187236521
20729,Limerick,Republic+AF8-of+AF8-Ireland,0.4328105748,1,110.749968806,47.933757658
20730,Dominica,French+AF8-language,0.4835360944,1,123.7298959161,59.8278706318
20731,Dominica,Antillean+AF8-Creole,0.982727468,1,251.4657514459,247.1223012071
20732,Dominica,English+AF8-language,0.7286536694,1,186.4519396129,135.8588899657
20733,Kuwait+AF8-City,Kuwait,0.9512483478,1,243.4106996907,231.5440259177
20734,Mal+//0Aw//9AKk-,Maldives,0.6698542833,1,171.406026792,114.8170612301
20735,Tucson,+AF8-Arizona+AF8-Arizona,0.8852445483,1,226.5212816374,200.5267296434
20736,Frederick+AF8-II+AF8-of+AF8-Denmark,Christian+AF8-IV+AF8-of+AF8-Denmark,0.9673614502,1,247.5338096425,239.4546650693
20737,Rabat,geoent+AF8-R+//0Aw//9AKk-gion+AF8-de+AF8-Rabat+AC0-Sal+//0Aw//9AKkALQ-Zemmour+AC0-Za+//0Aw//9AKs-r+AF8-2538470,0.4140322506,1,105.9448671277,43.8645917764
20738,Tashkent,Central+AF8-Asia,0.3425099254,1,87.6433381308,30.018713205
20739,Taipei,geoent+AF8-Taiwan+AF8-1668284,0.9627091289,1,246.3433478819,237.1569898497
20740,Valletta,Malta,0.4811445475,1,123.1179336398,59.2375224702
20741,Windhoek,Namibia,0.5528172851,1,141.4579509952,78.200400425
20742,Dover,+AF8-Delaware+AF8-Delaware,0.982727468,1,251.4657514459,247.1223012071
20743,Montgomery,+AF8-Alabama+AF8-Alabama,0.3425099254,1,87.6433381308,30.018713205
20744,Tallahassee,+AF8-Florida+AF8-Leon+AF8-County+AF8AXw-Florida,0.5204148293,1,133.1666310089,69.301889545
20745,Springfield,+AF8-Illinois+AF8-Illinois,0.3425099254,1,87.6433381308,30.018713205
20746,Topeka,+AF8-Kansas+AF8-Kansas,0.7357174754,1,188.2594654445,138.505778637
20747,C+//0Aw//9ALQ-te+AF8-d'Ivoire,French+AF8-language,0.4439871311,1,113.60988798,50.4413282288
20748,Stephen+AF8-Baxter,Vacuum+AF8-Diagrams,0.6033422947,1,154.3865704951,93.1479477134
20749,Stephen+AF8-Baxter,Phase+AF8-Space+AF8AXw-story+AF8-collection+AF8-,0.3425098956,1,87.6433305055,30.0187079815
20750,Stephen+AF8-Baxter,The+AF8-Time+AF8-Ships,0.4160688519,1,106.4660039565,44.2971880326
20751,Stephen+AF8-Baxter,The+AF8-Light+AF8-of+AF8-Other+AF8-Days,0.9931112528,1,254.1228118544,252.3722240458
20752,Stephen+AF8-Baxter,Titan+AF8AXw-Stephen+AF8-Baxter+AF8-novel+AF8-,0.4670051932,1,119.4998772917,55.807063282
20753,Stephen+AF8-Baxter,Moonseed+AF8AXw-Stephen+AF8-Baxter+AF8-novel+AF8-,0.3989897966,1,102.0957206228,40.735150805
20754,Stephen+AF8-Baxter,Raft+AF8AXw-novel+AF8-,0.6050820351,1,154.8317449114,93.6859073091
20755,Stephen+AF8-Baxter,Timelike+AF8-Infinity,0.392275691,1,100.3776780678,39.375723025
20756,Stephen+AF8-Baxter,Time's+AF8-Eye+AF8AXw-novel+AF8-,0.968051374,1,247.7103511684,239.7963458026
20757,Stephen+AF8-Baxter,Sunstorm+AF8AXw-novel+AF8-,0.9830288291,1,251.5428653945,247.2738884372
20758,Stephen+AF8-Baxter,Voyage+AF8AXw-Stephen+AF8-Baxter+AF8-novel+AF8-,0.3425098658,1,87.6433228801,30.0187027579
20759,Stephen+AF8-Baxter,Ring+AF8AXw-Stephen+AF8-Baxter+AF8-novel+AF8-,0.982727468,1,251.4657514459,247.1223012071
20760,Stephen+AF8-Baxter,Flux+AF8AXw-novel+AF8-,0.5119512677,1,131.000927956,67.066091137
20761,Stephen+AF8-Baxter,Transcendent+AF8AXw-novel+AF8-,0.3425099254,1,87.6433381308,30.018713205
20762,Stephen+AF8-Baxter,Traces,0.8837857246,1,226.1479897433,199.8663649821
20763,Stephen+AF8-Baxter,Firstborn+AF8AXw-novel+AF8-,0.4129089713,1,105.6574361944,43.6269032892
20764,Stephen+AF8-Baxter,The+AF8-Ghost+AF8-Pit,0.4413212836,1,112.9277361458,49.8374134699
20765,Stephen+AF8-Baxter,Last+AF8-Contact,0.3425099254,1,87.6433381308,30.018713205
20766,Stephen+AF8-Baxter,Ark+AF8AXw-Baxter+AF8-novel+AF8-,0.3425099254,1,87.6433381308,30.018713205
20767,Frankfort,+AF8-Kentucky+AF8-Kentucky,0.6674922705,1,170.8016218649,114.0087623837
20768,Baton+AF8-Rouge,+AF8-Louisiana+AF8-Louisiana,0.4160688519,1,106.4660039565,44.2971880326
20769,Helena,+AF8-Montana+AF8-Montana,0.3425099254,1,87.6433381308,30.018713205
20770,Bismarck,+AF8-North+AF8-Dakota+AF8-North+AF8-Dakota,0.3425099254,1,87.6433381308,30.018713205
20771,Trenton,+AF8-New+AF8-Jersey+AF8-New+AF8-Jersey,0.4439871311,1,113.60988798,50.4413282288
20772,Oklahoma+AF8-City,Oklahoma,0.4665614367,1,119.3863264189,55.7010559763
20773,Harrisburg,+AF8-Pennsylvania+AF8-Pennsylvania,0.4412536025,1,112.9104175308,49.8221284952
20774,Charleston,+AF8-West+AF8-Virginia+AF8-West+AF8-Virginia,0.982727468,1,251.4657514459,247.1223012071
20775,Pago+AF8-Pago,American+AF8-Samoa,0.3425098658,1,87.6433228801,30.0187027579
20776,Henry+AF8-IV+AF8-of+AF8-France,Gaston+AF8AXw-Duke+AF8-of+AF8-Orl+//0Aw//9AKk-ans,0.3843609095,1,98.3523999085,37.8028178804
20777,Norfolk,+AF8-Virginia+AF8-Virginia,0.3425099254,1,87.6433381308,30.018713205
20778,Brest,+AF8-France+AF8-France,0.5152810812,1,131.8529790904,67.9413456252
20779,Hokkaid+//0Axf/9AI0-,Japan,0.3425099254,1,87.6433381308,30.018713205
20780,Antwerp,Belgium,0.3838253021,1,98.2153457183,37.6975347412
20781,Bridgwater,Somerset,0.3425099254,1,87.6433381308,30.018713205
20782,Louisville,+AF8-Kentucky+AF8-Kentucky,0.967512548,1,247.572473385,239.5294745394
20783,Johannesburg,South+AF8-Africa,0.3425099254,1,87.6433381308,30.018713205
20784,Margrethe+AF8-II+AF8-of+AF8-Denmark,Denmark,0.3425098956,1,87.6433305055,30.0187079815
20785,Margrethe+AF8-II+AF8-of+AF8-Denmark,Faroe+AF8-Islands,0.4699081779,1,120.242709107,56.5030323422
20786,Margrethe+AF8-II+AF8-of+AF8-Denmark,Greenland,0.4305572212,1,110.1733681973,47.4359392613
20787,Margrethe+AF8-II+AF8-of+AF8-Denmark,Henrik+AF8AXw-Prince+AF8-Consort+AF8-of+AF8-Denmark,0.9675124288,1,247.5724428835,239.5294155181
20788,Margrethe+AF8-II+AF8-of+AF8-Denmark,Prince+AF8-Joachim+AF8-of+AF8-Denmark,0.3425099254,1,87.6433381308,30.018713205
20789,Margrethe+AF8-II+AF8-of+AF8-Denmark,Frederik+AF8AXw-Crown+AF8-Prince+AF8-of+AF8-Denmark,0.5110214949,1,130.7630125385,66.8227101451
20790,Kobe,Hy+//0Axf/9AI0-go+AF8-Prefecture,0.3425099254,1,87.6433381308,30.018713205
20791,Hiroshima,Hiroshima+AF8-Prefecture,0.3855933249,1,98.667757192,38.0456285561
20792,Liza+AF8-Minnelli,Arthur+AF8AXw-film+AF8-,0.982727468,1,251.4657514459,247.1223012071
20793,Liza+AF8-Minnelli,The+AF8-Sterile+AF8-Cuckoo,0.4736260772,1,121.194065787,57.4006699586
20794,Liza+AF8-Minnelli,Cabaret+AF8AXw-film+AF8-,0.3974138796,1,101.692466246,40.4139975369
20795,Liza+AF8-Minnelli,David+AF8-Gest,1.4032580852,2,179.5367283187,251.9363656036
20796,Liza+AF8-Minnelli,Journey+AF8-Back+AF8-to+AF8-Oz,0.6737184525,1,172.3948118248,116.1455658416
20797,Liza+AF8-Minnelli,That's+AF8-Dancing+ACE-,0.4669092,1,119.4753140196,55.7841232886
20798,Liza+AF8-Minnelli,Theme+AF8-from+AF8-New+AF8-York+AF8AXw-New+AF8-York,0.3425098956,1,87.6433305055,30.0187079815
20799,Liza+AF8-Minnelli,Results,0.3425099254,1,87.6433381308,30.018713205
20800,Liza+AF8-Minnelli,Rent+AC0-A+AC0-Cop,0.4705880582,1,120.4166806465,56.6666519203
20801,Liza+AF8-Minnelli,In+AF8-the+AF8-Good+AF8-Old+AF8-Summertime,0.6891931891,1,176.3545731973,121.5423707142
20802,Liza+AF8-Minnelli,A+AF8-Matter+AF8-of+AF8-Time+AF8AXw-1976+AF8-film+AF8-,0.9827276468,1,251.4657971982,247.1223911313
20803,Liza+AF8-Minnelli,The+AF8-Oh+AF8-in+AF8-Ohio,0.3986256123,1,102.0025311255,40.6608214261
20804,Liza+AF8-Minnelli,Liza's+AF8-Back,0.4606576562,1,117.8756343418,54.300313439
20805,Liza+AF8-Minnelli,Don't+AF8-Drop+AF8-Bombs,0.4439871311,1,113.60988798,50.4413282288
20806,Liza+AF8-Minnelli,Losing+AF8-My+AF8-Mind,0.5166307688,1,132.1983446344,68.2977324226
20807,Liza+AF8-Minnelli,Stepping+AF8-Out+AF8AXw-1991+AF8-film+AF8-,0.4622201025,1,118.2754417612,54.6692868141
20808,Liza+AF8-Minnelli,Jack+AF8-Haley+AF8AXw-Jr.,0.4562041163,1,116.7360378677,53.2554609958
20809,Liza+AF8-Minnelli,So+AF8-Sorry+AF8AXw-I+AF8-Said,0.4409787059,1,112.8400754651,49.7600704523
20810,Liza+AF8-Minnelli,Love+AF8-Pains,0.3425099254,1,87.6433381308,30.018713205
20811,Liza+AF8-Minnelli,Lucky+AF8-Lady,0.4593657851,1,117.5450632043,53.9961802435
20812,Liza+AF8-Minnelli,Liza's+AF8-at+AF8-The+AF8-Palace...+ACE-,0.4562041759,1,116.7360531185,53.2554749107
20813,Liza+AF8-Minnelli,Liza+AF8-with+AF8-a+AF8-Z,1.1863529682,2,151.785286533,180.0709252075
20814,Liza+AF8-Minnelli,Liza+AF8-Minnelli+AF8AXw-album+AF8-,0.9827276468,1,251.4657971982,247.1223911313
20815,Liza+AF8-Minnelli,Come+AF8-Saturday+AF8-Morning+AF8AXw-Liza+AF8-Minnelli+AF8-album+AF8-,0.9964918494,1,254.98785765,254.0933218441
20816,Liza+AF8-Minnelli,New+AF8-Feelin',0.3425099254,1,87.6433381308,30.018713205
20817,Liza+AF8-Minnelli,Live+AF8-at+AF8-the+AF8-Winter+AF8-Garden,0.9512491226,1,243.4108979509,231.544403107
20818,Bartholomew+AF8-de+AF8-Badlesmere,+AF8-1st+AF8-Baron+AF8-Badlesmere+AF8-Elizabeth+AF8-de+AF8-Badlesmere+AF8AXw-Countess+AF8-of+AF8-Northampton,0.3425098956,1,87.6433305055,30.0187079815
20819,Bartholomew+AF8-de+AF8-Badlesmere,+AF8-1st+AF8-Baron+AF8-Badlesmere+AF8-Maud+AF8-de+AF8-Badlesmere+AF8AXw-Countess+AF8-of+AF8-Oxford,0.9670629501,1,247.4574277824,239.3069101354
20820,Charles+AF8-Bukowski,Barfly+AF8AXw-film+AF8-,0.870677948,1,222.7938992148,193.9817349952
20821,Charles+AF8-Bukowski,Ham+AF8-on+AF8-Rye,0.4612036645,1,118.015349972,54.4291118743
20822,Charles+AF8-Bukowski,The+AF8-Most+AF8-Beautiful+AF8-Woman+AF8-in+AF8-Town,0.3981626928,1,101.8840767181,40.5664383395
20823,Charles+AF8-Bukowski,Cold+AF8-Moon,0.3425098658,1,87.6433228801,30.0187027579
20824,Louis+AF8-Bonaparte,Hortense+AF8-de+AF8-Beauharnais,0.7864970565,2,100.6266130554,79.1425349737
20825,Louis+AF8-Bonaparte,Livorno,0.6910648346,1,176.8335002218,122.2034135825
20826,Louis+AF8-Bonaparte,Napoleon+AF8-Charles+AF8-Bonaparte,0.982727468,1,251.4657514459,247.1223012071
20827,Kiel,Germany,0.982727468,1,251.4657514459,247.1223012071
20828,Leopold+AF8-III+AF8-of+AF8-Belgium,Baudouin+AF8-of+AF8-Belgium,0.4534933865,1,116.0424013018,52.6244615439
20829,Leopold+AF8-III+AF8-of+AF8-Belgium,Albert+AF8-II+AF8-of+AF8-Belgium,0.5110214949,1,130.7630125385,66.8227101451
20830,Leopold+AF8-III+AF8-of+AF8-Belgium,Astrid+AF8-of+AF8-Sweden,1.8349625468,2,234.7701935335,430.794512239
20831,Leopold+AF8-III+AF8-of+AF8-Belgium,Prince+AF8-Alexander+AF8-of+AF8-Belgium,0.5665823221,1,144.9802249578,82.1432325152
20832,Leopold+AF8-III+AF8-of+AF8-Belgium,Princess+AF8-Marie+AC0-Christine+AF8-of+AF8-Belgium,0.3843609095,1,98.3523999085,37.8028178804
20833,Leopold+AF8-III+AF8-of+AF8-Belgium,Princess+AF8-Marie+AC0-Esm+//0Aw//9AKk-ralda+AF8-of+AF8-Belgium,0.9515275955,1,243.48215514,231.6799896275
20834,Leopold+AF8-III+AF8-of+AF8-Belgium,Princess+AF8-Jos+//0Aw//9AKk-phine+AC0-Charlotte+AF8-of+AF8-Belgium,0.9510035515,1,243.3480598567,231.4248691743
20835,Albert+AF8-I+AF8-of+AF8-Belgium,Leopold+AF8-III+AF8-of+AF8-Belgium,0.3425098658,1,87.6433228801,30.0187027579
20836,Albert+AF8-I+AF8-of+AF8-Belgium,Marie+AF8-Jos+//0Aw//9AKkAXw-of+AF8-Belgium,0.4439871311,1,113.60988798,50.4413282288
20837,Golden,+AF8-Colorado+AF8-Colorado,0.4498004913,1,115.0974428095,51.7708863231
20838,University+AF8-of+AF8-Florida,VIVO+AF8AXw-network+AF8-,0.9830288291,1,251.5428653945,247.2738884372
20839,Jacksonville,+AF8-Florida+AF8-Duval+AF8-County+AF8AXw-Florida,0.982727468,1,251.4657514459,247.1223012071
20840,Boles+//0Axf/9AII-aw+AF8-III+AF8-Wrymouth,W+//0Axf/9AII-adys+//0Axf/9AII-aw+AF8-II+AF8-the+AF8-Exile,0.982727468,1,251.4657514459,247.1223012071
20841,Boles+//0Axf/9AII-aw+AF8-III+AF8-Wrymouth,Boles+//0Axf/9AII-aw+AF8-IV+AF8-the+AF8-Curly,0.4439871311,1,113.60988798,50.4413282288
20842,Boles+//0Axf/9AII-aw+AF8-III+AF8-Wrymouth,Mieszko+AF8-III+AF8-the+AF8-Old,0.7213339806,1,184.5789370721,133.1430594132
20843,Boles+//0Axf/9AII-aw+AF8-III+AF8-Wrymouth,Sochaczew,0.4341827631,1,111.1010919538,48.2381790879
20844,Boles+//0Axf/9AII-aw+AF8-III+AF8-Wrymouth,Salomea+AF8-of+AF8-Berg,0.4873692989,1,124.7107575297,60.7801944625
20845,Boles+//0Axf/9AII-aw+AF8-III+AF8-Wrymouth,Zbyslava+AF8-of+AF8-Kiev,0.3425099254,1,87.6433381308,30.018713205
20846,W+//0Axf/9AII-adys+//0Axf/9AII-aw+AF8-I+AF8-Herman,Boles+//0Axf/9AII-aw+AF8-III+AF8-Wrymouth,0.9827275276,1,251.4657666967,247.1223311819
20847,W+//0Axf/9AII-adys+//0Axf/9AII-aw+AF8-I+AF8-Herman,Judith+AF8-of+AF8-Bohemia,1.2896485626,2,165.0012111472,212.7935747833
20848,Timi+//0Axf/9AJ8-oara,Romania,0.6134893894,1,156.9830653289,96.3074448948
20849,Boston+AF8-University,ATS+AF8AXw-programming+AF8-language+AF8-,0.414090246,1,105.9597073121,43.8768812669
20850,Stirling,Scotland,0.9662849903,1,247.2583591168,238.9220411408
20851,Norma+AF8-Shearer,The+AF8-Barretts+AF8-of+AF8-Wimpole+AF8-Street,0.3425098658,1,87.6433228801,30.0187027579
20852,Norma+AF8-Shearer,The+AF8-Divorcee,0.3942225575,1,100.8758530586,39.7675367828
20853,Norma+AF8-Shearer,A+AF8-Free+AF8-Soul,0.7445589304,1,190.5218659552,141.8547567334
20854,Norma+AF8-Shearer,Their+AF8-Own+AF8-Desire,0.3425098658,1,87.6433228801,30.0187027579
20855,Norma+AF8-Shearer,Idiot's+AF8-Delight+AF8AXw-film+AF8-,0.4328106046,1,110.7499764314,47.9337642587
20856,Norma+AF8-Shearer,Marie+AF8-Antoinette+AF8AXw-1938+AF8-film+AF8-,0.4533094466,1,115.9953337407,52.5817805462
20857,Norma+AF8-Shearer,He+AF8-Who+AF8-Gets+AF8-Slapped,0.3425099254,1,87.6433381308,30.018713205
20858,Norma+AF8-Shearer,The+AF8-Student+AF8-Prince+AF8-in+AF8-Old+AF8-Heidelberg,0.3425099254,1,87.6433381308,30.018713205
20859,Norma+AF8-Shearer,Empty+AF8-Hands,0.8855041265,1,226.587703946,200.6443468583
20860,Norma+AF8-Shearer,The+AF8-Stolen+AF8-Jools,0.6063498259,1,155.1561542483,94.0789071158
20861,Norma+AF8-Shearer,The+AF8-Wolf+AF8-Man+AF8AXw-1924+AF8-film+AF8-,0.3425098956,1,87.6433305055,30.0187079815
20862,Norma+AF8-Shearer,Lady+AF8-of+AF8-the+AF8-Night,0.5244270563,1,134.1933018922,70.3745982865
20863,Norma+AF8-Shearer,A+AF8-Slave+AF8-of+AF8-Fashion,0.3425099254,1,87.6433381308,30.018713205
20864,Norma+AF8-Shearer,Strange+AF8-Interlude+AF8AXw-1932+AF8-film+AF8-,0.9347850084,1,239.1979691542,223.5986756051
20865,Norma+AF8-Shearer,Escape+AF8AXw-1940+AF8-film+AF8-,0.3425098956,1,87.6433305055,30.0187079815
20866,Norma+AF8-Shearer,Broken+AF8-Barriers,0.5487579703,1,140.4192310247,77.0561722082
20867,Norma+AF8-Shearer,The+AF8-Women+AF8AXw-1939+AF8-film+AF8-,0.9831892848,1,251.5839236884,247.3546179984
20868,Norma+AF8-Shearer,Private+AF8-Lives+AF8AXw-film+AF8-,0.9297474027,1,237.9089186859,221.1951992274
20869,Norma+AF8-Shearer,A+AF8-Lady+AF8-of+AF8-Chance,0.9017189145,1,230.7368337726,208.0597672846
20870,Norma+AF8-Shearer,Her+AF8-Cardboard+AF8-Lover,0.4376773834,1,111.9953147657,49.0178163197
20871,Norma+AF8-Shearer,The+AF8-Last+AF8-of+AF8-Mrs.+AF8-Cheyney+AF8AXw-1929+AF8-film+AF8-,0.9509658217,1,243.3384053463,231.4065065913
20872,Norma+AF8-Shearer,Excuse+AF8-Me,0.7179756165,1,183.7195802519,131.9061788945
20873,Norma+AF8-Shearer,The+AF8-Snob+AF8AXw-1924+AF8-film+AF8-,0.3906816542,1,99.9697870962,39.0563617928
20874,Norma+AF8-Shearer,The+AF8-Devil's+AF8-Circus,0.9530935287,1,243.8828548067,232.4431706771
20875,Norma+AF8-Shearer,The+AF8-Tower+AF8-of+AF8-Lies,0.3425099254,1,87.6433381308,30.018713205
20876,Norma+AF8-Shearer,His+AF8-Secretary,0.4945452213,1,126.5469723272,62.5832004344
20877,Norma+AF8-Shearer,The+AF8-Waning+AF8-Sex,0.3425099254,1,87.6433381308,30.018713205
20878,Norma+AF8-Shearer,Upstage+AF8AXw-film+AF8-,0.4010635614,1,102.626367054,41.1596962642
20879,Norma+AF8-Shearer,The+AF8-Demi+AC0-Bride,0.3425098956,1,87.6433305055,30.0187079815
20880,Norma+AF8-Shearer,After+AF8-Midnight+AF8AXw-1927+AF8-film+AF8-,0.5110214949,1,130.7630125385,66.8227101451
20881,Kamakura,+AF8-Kanagawa+AF8-Kanagawa+AF8-Prefecture,0.9013012648,1,230.6299632525,207.8670775803
20882,Joseph+AF8-Bonaparte,Charlotte+AF8-Napol+//0Aw//9AKk-one+AF8-Bonaparte,0.3425098956,1,87.6433305055,30.0187079815
20883,Georg+AF8-Ludwig+AF8-von+AF8-Trapp,Austria,0.9663585424,1,247.2771800358,238.9584152682
20884,Georg+AF8-Ludwig+AF8-von+AF8-Trapp,Zadar,0.4439871311,1,113.60988798,50.4413282288
20885,Georg+AF8-Ludwig+AF8-von+AF8-Trapp,Maria+AF8-von+AF8-Trapp,0.9261140525,2,118.4895984491,109.7348821988
20886,Georg+AF8-Ludwig+AF8-von+AF8-Trapp,Agathe+AF8-von+AF8-Trapp,0.3425098956,1,87.6433305055,30.0187079815
20887,Georg+AF8-Ludwig+AF8-von+AF8-Trapp,Maria+AF8-Franziska+AF8-von+AF8-Trapp,0.3425099254,1,87.6433381308,30.018713205
20888,Georg+AF8-Ludwig+AF8-von+AF8-Trapp,Werner+AF8-von+AF8-Trapp,0.5512769818,1,141.0638096494,77.7652312247
20889,Georg+AF8-Ludwig+AF8-von+AF8-Trapp,Rupert+AF8-von+AF8-Trapp,0.3425099254,1,87.6433381308,30.018713205
20890,Georg+AF8-Ludwig+AF8-von+AF8-Trapp,Hedwig+AF8-von+AF8-Trapp,0.3425099254,1,87.6433381308,30.018713205
20891,Georg+AF8-Ludwig+AF8-von+AF8-Trapp,Johanna+AF8-von+AF8-Trapp,0.8736815453,1,223.5624763399,195.3224097997
20892,Georg+AF8-Ludwig+AF8-von+AF8-Trapp,Martina+AF8-von+AF8-Trapp,0.6165558696,1,157.767733279,97.2726219866
20893,Georg+AF8-Ludwig+AF8-von+AF8-Trapp,Johannes+AF8-von+AF8-Trapp,0.4665614069,1,119.3863187935,55.7010488609
20894,Georg+AF8-Ludwig+AF8-von+AF8-Trapp,Rosemarie+AF8-von+AF8-Trapp,0.5646719933,1,144.4913994361,81.5902465343
20895,Hortense+AF8-de+AF8-Beauharnais,Paris,0.4439871311,1,113.60988798,50.4413282288
20896,Hortense+AF8-de+AF8-Beauharnais,Napoleon+AF8-III,0.4101535082,1,104.9523530238,43.0465757865
20897,Hortense+AF8-de+AF8-Beauharnais,Napoleon+AF8-Charles+AF8-Bonaparte,0.4153258502,1,106.2758805633,44.1391204507
20898,Jos+//0Aw//9AKk-phine+AF8-de+AF8-Beauharnais,Hortense+AF8-de+AF8-Beauharnais,0.3849108219,1,98.4931145414,37.9110656696
20899,Warren+AF8-Beatty,Reds+AF8AXw-film+AF8-,1.7561453284,4,112.3430500913,197.290722596
20900,Warren+AF8-Beatty,McCabe+AF8AJgBf-Mrs.+AF8-Miller,0.5636327267,1,144.2254661382,81.2901927391
20901,Warren+AF8-Beatty,Heaven+AF8-Can+AF8-Wait+AF8AXw-1978+AF8-film+AF8-,3.6093464494,4,230.8948937222,833.3796648408
