Subject,Predicate,Object,stv,MturkTruth
concept:sportsteam:cleveland+AF8-browns,concept:teamhomestadium,concept:stadiumoreventvenue:cleveland+AF8-browns+AF8-stadium,0.4276425838,1
concept:athlete:micah+AF8-owings,concept:athleteplaysinleague,concept:sportsleague:mlb,0.5499971509,1
concept:athlete:alan+AF8-trammell,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:personmexico:casey+AF8-kotchman,concept:athleteplayssport,concept:sport:baseball,0.4244270325,1
concept:athlete:justin+AF8-verlander,concept:athleteplaysinleague,concept:sportsleague:mlb,0.414283067,1
concept:athlete:jesse+AF8-litsch,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4808061123,1
concept:personmexico:jorge+AF8-posada,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4802318513,1
concept:sportsteam:knicks,concept:teamplaysinleague,concept:sportsleague:nba,0.4393496811,1
concept:athlete:mike+AF8-gonzalez,concept:athleteplayssport,concept:sport:baseball,0.4594423771,1
concept:sportsteam:cleveland+AF8-indians,concept:teamplaysinleague,concept:sportsleague:mlb,0.4276426733,1
concept:athlete:coco+AF8-crisp,concept:athleteplayssport,concept:sport:baseball,0.4153741896,1
concept:athlete:steve+AF8-carlton,concept:athleteplayssport,concept:sport:baseball,0.4276426435,1
concept:coach:mike+AF8-macdougal,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:trent+AF8-edwards,concept:athleteledsportsteam,concept:sportsteam:bills,0.4177514613,1
concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:petco+AF8-park,0.4849947989,1
concept:athlete:zack+AF8-greinke,concept:athleteplaysinleague,concept:sportsleague:mlb,0.6545621157,1
concept:athlete:adrian+AF8-beltre,concept:athleteledsportsteam,concept:sportsteam:seattle+AF8-mariners,0.1088840365,1
concept:athlete:scott+AF8-hairston,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4106097221,1
concept:personmexico:francisco+AF8-garcia,concept:athleteplayssport,concept:sport:baseball,0.5158090591,1
concept:athlete:carlos+AF8-pena,concept:athleteledsportsteam,concept:sportsteam:tampa+AF8-bay+AF8-devil+AF8-rays,0.4231097996,1
concept:athlete:bj+AF8-upton,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4143873155,1
concept:athlete:adrian+AF8-beltre,concept:athleteplaysforteam,concept:sportsteam:seattle+AF8-mariners,0.4453456998,1
concept:athlete:cc+AF8-sabathia,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:rajon+AF8-rondo,concept:athleteplaysforteam,concept:sportsteam:boston+AF8-celtics,0.4944666922,1
concept:athlete:sergio+AF8-romo,concept:athleteplaysinleague,concept:sportsleague:mlb,0.8979751468,1
concept:personmexico:morgan+AF8-ensberg,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:personmexico:james+AF8-white,concept:athletehomestadium,concept:stadiumoreventvenue:united+AF8-center,0.5045385361,1
concept:personmexico:luis+AF8-castillo,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4640536606,1
concept:personmexico:carlos+AF8-beltran,concept:athleteplaysforteam,concept:sportsteam:new+AF8-york+AF8-mets,0.4276425838,1
concept:athlete:kirk+AF8-hinrich,concept:athleteledsportsteam,concept:sportsteam:chicago+AF8-bulls,0.4227363467,1
concept:coach:brian+AF8-sanches,concept:athleteplayssport,concept:sport:baseball,0.3988951743,1
concept:coach:brian+AF8-bruney,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:personmexico:greg+AF8-biffle,concept:athleteledsportsteam,concept:sportsteam:dodgers,0.4176021516,1
concept:personmexico:vernon+AF8-wells,concept:athleteledsportsteam,concept:sportsteam:blue+AF8-jays,0.4276425838,1
concept:personmexico:joe+AF8-inglett,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4057770371,1
concept:sportsteam:tampa+AF8-bay+AF8-rays,concept:teamplaysinleague,concept:sportsleague:mlb,0.6785395741,1
concept:athlete:ross+AF8-gload,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:eddie+AF8-mathews,concept:athleteplayssport,concept:sport:baseball,0.4319302142,1
concept:athlete:noah+AF8-lowry,concept:athleteplaysforteam,concept:sportsteam:n1985+AF8-chicago+AF8-bears,0.4148387313,0
concept:athlete:matt+AF8-williams,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4203598499,1
concept:athlete:santiago+AF8-casilla,concept:athleteplaysinleague,concept:sportsleague:mlb,0.5263696909,1
concept:athlete:paul+AF8-maholm,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4219574928,1
concept:athlete:hakim+AF8-warrick,concept:athleteledsportsteam,concept:sportsteam:reds,0.3993825912,0
concept:athlete:kevin+AF8-millar,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:david+AF8-ortiz,concept:athleteplaysforteam,concept:sportsteam:red+AF8-sox,0.4134325087,1
concept:coach:jose+AF8-ceda,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4633438587,1
concept:athlete:esteban+AF8-loaiza,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276426435,1
concept:coach:horacio+AF8-ramirez,concept:athleteledsportsteam,concept:sportsteam:red+AF8-sox,0.4276427329,1
concept:athlete:xavier+AF8-nady,concept:athleteledsportsteam,concept:sportsteam:new+AF8-york+AF8-yankees,0.4467203617,1
concept:athlete:david+AF8-ortiz,concept:athleteplayssport,concept:sport:baseball,0.4163707495,1
concept:personmexico:carlos+AF8-beltran,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:personmexico:michael+AF8-barrett,concept:athleteplayssport,concept:sport:baseball,0.7334579825,1
concept:athlete:adam+AF8-bostick,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:personmexico:dan+AF8-uggla,concept:athleteledsportsteam,concept:sportsteam:marlins,0.4276425838,1
concept:personmexico:nick+AF8-punto,concept:athleteplayssport,concept:sport:baseball,0.4211134315,1
concept:athlete:luis+AF8-valbuena,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:personmexico:jason+AF8-frasor,concept:athleteplayssport,concept:sport:baseball,0.4276426733,1
concept:athlete:jake+AF8-tsakalidis,concept:athleteplayssport,concept:sport:baseball,0.4276425838,0
concept:athlete:jeff+AF8-kent,concept:athleteplaysforteam,concept:sportsteam:dodgers,0.4276425838,1
concept:sportsteam:wisconsin+AF8-badgers,concept:teamhomestadium,concept:stadiumoreventvenue:camp+AF8-randall+AF8-stadium,0.4276423454,1
concept:athlete:jim+AF8-johnson,concept:athleteplayssport,concept:sport:baseball,0.5842850208,1
concept:athlete:david+AF8-price,concept:athleteplaysforteam,concept:sportsteam:jazz,0.2614673734,0
concept:athlete:mark+AF8-buehrle,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:personmexico:jack+AF8-morris,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276426435,1
concept:personmexico:shane+AF8-victorino,concept:athleteplayssport,concept:sport:baseball,0.4210639894,1
concept:athlete:jeff+AF8-nelson,concept:athleteplayssport,concept:sport:baseball,0.4144337773,1
concept:athlete:ken+AF8-griffey+AF8-jr+AF8-,concept:athleteledsportsteam,concept:sportsteam:reds,0.4093002081,1
concept:personmexico:brian+AF8-bannister,concept:athleteplaysinleague,concept:sportsleague:mlb,0.8926930428,1
concept:personmexico:chris+AF8-iannetta,concept:athleteplaysinleague,concept:sportsleague:mlb,0.0334255755,1
concept:athlete:mike+AF8-rabelo,concept:athleteplayssport,concept:sport:baseball,0.5500075817,1
concept:athlete:honus+AF8-wagner,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4372947514,1
concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:jacobs+AF8-field,0.4276426435,1
concept:athlete:mike+AF8-rabelo,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4373797476,1
concept:athlete:c+AF8-j+AF8AXw-wilson,concept:athleteplaysinleague,concept:sportsleague:mlb,0.3854900301,1
concept:athlete:tim+AF8-redding,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:dexter+AF8-fowler,concept:athleteplayssport,concept:sport:baseball,0.4408161044,1
concept:athlete:samardo+AF8-samuels,concept:athleteplaysforteam,concept:sportsteam:louis+AF8-cardinals,0.0453933001,0
concept:athlete:otis+AF8-nixon,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4333811402,1
concept:personmexico:nick+AF8-punto,concept:athleteledsportsteam,concept:sportsteam:twins,0.4134325385,1
concept:athlete:kosuke+AF8-fukudome,concept:athleteplayssport,concept:sport:baseball,0.3849399984,1
concept:athlete:babe+AF8-ruth,concept:athleteplaysforteam,concept:sportsteam:new+AF8-york+AF8-yankees,0.3113820195,0
concept:athlete:chad+AF8-qualls,concept:athleteplayssport,concept:sport:baseball,0.5185357332,1
concept:athlete:jayson+AF8-werth,concept:athleteplaysinleague,concept:sportsleague:mlb,0.427351743,1
concept:personmexico:james+AF8-white,concept:athleteplaysforteam,concept:sportsteam:chicago+AF8-bulls,0.4248111844,1
concept:personafrica:troy+AF8-smith,concept:athleteplaysforteam,concept:sportsteam:baltimore+AF8-colts,0.3474327564,0
concept:athlete:andruw+AF8-jones,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4267504215,1
concept:coach:scott+AF8-schoeneweis,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:sportsteam:milwaukee+AF8-bucks,concept:teamhomestadium,concept:stadiumoreventvenue:bradley+AF8-center,0.4211134315,1
concept:sportsteam:heat,concept:teamplaysinleague,concept:sportsleague:nba,0.4276425838,1
concept:athlete:jason+AF8-michaels,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4254615307,1
concept:athlete:orlando+AF8-cabrera,concept:athleteplayssport,concept:sport:baseball,0.4143873155,1
concept:athlete:jason+AF8-phillips,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4113820195,1
concept:sportsteam:st+AF8AXwBf-louis+AF8-cardinals,concept:teamhomestadium,concept:stadiumoreventvenue:busch+AF8-memorial+AF8-stadium,0.4229846895,1
concept:personmexico:ubaldo+AF8-jimenez,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4069062769,1
concept:athlete:jim+AF8-johnson,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:pedro+AF8-alvarez,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4003387988,1
concept:athlete:gavin+AF8-floyd,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:james+AF8-loney,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:vicente+AF8-padilla,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:tony+AF8-sipp,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:personmexico:cole+AF8-hamels,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:sportsteam:atlanta+AF8-hawks,concept:teamplaysinleague,concept:sportsleague:nba,0.4009290338,1
concept:athlete:jason+AF8-campbell,concept:athleteplaysforteam,concept:sportsteam:redskins,0.4276425838,1
concept:athlete:woody+AF8-williams,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4503163993,1
concept:personmexico:francisco+AF8-garcia,concept:athleteplaysinleague,concept:sportsleague:mlb,0.015907228,1
concept:personmexico:david+AF8-ragan,concept:athleteplayssport,concept:sport:baseball,0.4162947369,0
concept:sportsteam:toronto+AF8-blue+AF8-jays,concept:teamhomestadium,concept:stadiumoreventvenue:rogers+AF8-centre,0.4143873155,1
concept:athlete:damon+AF8-huard,concept:athleteledsportsteam,concept:sportsteam:kansas+AF8-city+AF8-chiefs,0.4063991535,1
concept:sportsteam:milwaukee+AF8-brewers,concept:teamplaysinleague,concept:sportsleague:mlb,0.4223198891,1
concept:athlete:denny+AF8-bautista,concept:athleteplayssport,concept:sport:baseball,0.4626028538,1
concept:athlete:brett+AF8-favre,concept:athleteplaysforteam,concept:sportsteam:new+AF8-york+AF8-jets,0.112372683,0
concept:athlete:akinori+AF8-iwamura,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:gary+AF8-sheffield,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:vince+AF8-young,concept:athleteplaysforteam,concept:sportsteam:titans,0.4622468948,1
concept:athlete:michael+AF8-cuddyer,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:personmexico:curtis+AF8-granderson,concept:athleteplayssport,concept:sport:baseball,0.4350551665,1
concept:athlete:nick+AF8-swisher,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4474327564,1
concept:athlete:tim+AF8-wakefield,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:xavier+AF8-nady,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:personmexico:jorge+AF8-sosa,concept:athleteplayssport,concept:sport:baseball,0.4474327564,1
concept:personmexico:joe+AF8-inglett,concept:athleteplayssport,concept:sport:baseball,0.4199118316,1
concept:sportsteam:utah+AF8-jazz,concept:teamplaysinleague,concept:sportsleague:nba,0.4177514613,1
concept:coach:kevin+AF8-youkilis,concept:athleteplaysforteam,concept:sportsteam:red+AF8-sox,0.4597238004,1
concept:sportsleague:nba,concept:leaguestadiums,concept:stadiumoreventvenue:bradley+AF8-center,0.4316927791,1
concept:athlete:jason+AF8-isringhausen,concept:athleteplayssport,concept:sport:baseball,0.4304200113,1
concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:coors+AF8-field,0.4276425838,1
concept:athlete:carlos+AF8-pena,concept:athleteplaysforteam,concept:sportsteam:tampa+AF8-bay+AF8-devil+AF8-rays,0.3854900301,1
concept:personmexico:chien+AF8-ming+AF8-wang,concept:athleteplaysinleague,concept:sportsleague:mlb,0.7292645574,1
concept:sportsteam:denver+AF8-nuggets,concept:teamhomestadium,concept:stadiumoreventvenue:pepsi+AF8-center,0.4276425838,1
concept:athlete:sergio+AF8-mitre,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:brad+AF8-ausmus,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4248111844,1
concept:athlete:frank+AF8-robinson,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4200050235,1
concept:athlete:ryan+AF8-freel,concept:athleteplaysforteam,concept:sportsteam:reds,0.4013397992,1
concept:personmexico:eric+AF8-dickerson,concept:athleteplaysforteam,concept:sportsteam:louis+AF8-cardinals,0.4276425838,0
concept:athlete:wade+AF8-boggs,concept:athleteplayssport,concept:sport:baseball,0.7457501292,1
concept:athlete:matt+AF8-ryan,concept:athleteplaysforteam,concept:sportsteam:boston+AF8-college,0.4276425838,1
concept:personmexico:jeff+AF8-francis,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:matt+AF8-lindstrom,concept:athleteplayssport,concept:sport:baseball,0.4140121341,1
concept:athlete:j+AF8-p+AF8AXw-arencibia,concept:athleteledsportsteam,concept:sportsteam:bills,0.2276424944,0
concept:personafrica:troy+AF8-smith,concept:athleteledsportsteam,concept:sportsteam:baltimore+AF8-colts,0.4076425838,0
concept:athlete:julio+AF8-franco,concept:athleteplaysforteam,concept:sportsteam:red+AF8-sox,0.4292186141,0
concept:athlete:david+AF8-herndon,concept:athleteplaysinleague,concept:sportsleague:mlb,0.6772913933,1
concept:sportsteam:minnesota+AF8-vikings,concept:teamplaysinleague,concept:sportsleague:nfl,0.4931788445,1
concept:athlete:jr+AF8-russell,concept:athleteplaysforteam,concept:sportsteam:oakland+AF8-raiders,0.4191691279,0
concept:personmexico:matt+AF8-capps,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4154197276,1
concept:athlete:dwyane+AF8-wade,concept:athleteledsportsteam,concept:sportsteam:heat,0.4800439775,1
concept:athlete:koyie+AF8-hill,concept:athleteplayssport,concept:sport:baseball,0.9814739823,1
concept:athlete:chad+AF8-durbin,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4321557581,1
concept:personmexico:curtis+AF8-granderson,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:personmexico:alfonso+AF8-soriano,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:personmexico:johnny+AF8-damon,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4058551788,1
concept:personus:kobe+AF8-bryant,concept:athleteplaysforteam,concept:sportsteam:los+AF8-angeles+AF8-lakers,0.4673531651,1
concept:athlete:robin+AF8-ventura,concept:athleteplaysinleague,concept:sportsleague:mlb,0.3854900599,1
concept:athlete:thome,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4319654405,1
concept:athlete:dustin+AF8-pedroia,concept:athleteledsportsteam,concept:sportsteam:red+AF8-sox,0.4319654405,1
concept:personmexico:joey+AF8-gathright,concept:athleteplayssport,concept:sport:baseball,0.3772680461,1
concept:athlete:david+AF8-herndon,concept:athleteplayssport,concept:sport:baseball,0.4334254861,1
concept:athlete:brian+AF8-roberts,concept:athleteplayssport,concept:sport:baseball,0.4759465158,1
concept:athlete:bj+AF8-upton,concept:athleteplayssport,concept:sport:baseball,0.4168221056,1
concept:personmexico:vernon+AF8-wells,concept:athleteplaysforteam,concept:sportsteam:blue+AF8-jays,0.521990478,1
concept:athlete:ichiro+AF8-suzuki,concept:athleteplaysforteam,concept:sportsteam:seattle+AF8-mariners,0.4276425838,1
concept:sportsteam:ducks,concept:teamhomestadium,concept:stadiumoreventvenue:honda+AF8-center,0.4213554561,1
concept:personmexico:jorge+AF8-posada,concept:athleteplayssport,concept:sport:baseball,0.5979625583,1
concept:athlete:nick+AF8-masset,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:tom+AF8-seaver,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:great+AF8-american+AF8-ball+AF8-park,0.4191691279,1
concept:athlete:santiago+AF8-casilla,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:ross+AF8-gload,concept:athleteplaysinleague,concept:sportsleague:mlb,0.5169204473,1
concept:personmexico:khalil+AF8-greene,concept:athleteplaysforteam,concept:sportsteam:san+AF8-diego+AF8-chargers,0.4128672409,0
concept:sportsteam:liverpool,concept:teamhomestadium,concept:stadiumoreventvenue:anfield,0.4143873155,1
concept:athlete:bart+AF8-starr,concept:athleteledsportsteam,concept:sportsteam:packers,0.4475468695,1
concept:athlete:a+AF8-j+AF8AXw-burnett,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4105223119,1
concept:athlete:juan+AF8-pie,concept:athleteplaysforteam,concept:sportsteam:marlins,0.4589241743,1
concept:sportsteam:charlotte+AF8-bobcats,concept:teamplaysinleague,concept:sportsleague:nba,0.4148387909,1
concept:athlete:jo+AF8-jo+AF8-reyes,concept:athleteplayssport,concept:sport:baseball,0.5221717954,1
concept:athlete:rondell+AF8-white,concept:athleteplayssport,concept:sport:baseball,0.4919268191,1
concept:athlete:brian+AF8-giles,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4213554561,1
concept:athlete:carlos+AF8-pena,concept:athleteplaysinleague,concept:sportsleague:mlb,0.3860255778,1
concept:athlete:jose+AF8-calderon,concept:athleteledsportsteam,concept:sportsteam:raptors,0.3276426733,0
concept:sportsteam:detroit+AF8-tigers,concept:teamhomestadium,concept:stadiumoreventvenue:comerica,0.5853471756,1
concept:athlete:david+AF8-justice,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:richard+AF8-hamilton,concept:athleteplaysforteam,concept:sportsteam:fort+AF8-wayne+AF8-pistons,0.4274803698,0
concept:athlete:miguel+AF8-tejada,concept:athleteplaysforteam,concept:sportsteam:houston+AF8-astros,0.4069957066,0
concept:athlete:jose+AF8-reyes,concept:athleteplaysforteam,concept:sportsteam:new+AF8-york+AF8-mets,0.3769957066,0
concept:athlete:morris+AF8-peterson,concept:athleteledsportsteam,concept:sportsteam:raptors,0.6761689186,1
concept:personmexico:eric+AF8-dickerson,concept:athleteledsportsteam,concept:sportsteam:louis+AF8-cardinals,0.4242798984,0
concept:personmexico:brad+AF8-hawpe,concept:athleteplayssport,concept:sport:baseball,0.3959402144,1
concept:athlete:andruw+AF8-jones,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:coach:randor+AF8-bierd,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:favre,concept:athleteledsportsteam,concept:sportsteam:new+AF8-york+AF8-jets,0.4276425838,1
concept:personmexico:melky+AF8-cabrera,concept:athleteledsportsteam,concept:sportsteam:new+AF8-york+AF8-yankees,0.4176426733,0
concept:athlete:michael+AF8-cuddyer,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:sportsteam:sacramento+AF8-kings,concept:teamplaysinleague,concept:sportsleague:nba,0.5228323936,1
concept:athlete:johan+AF8-santana,concept:athleteledsportsteam,concept:sportsteam:new+AF8-york+AF8-mets,0.4276425838,1
concept:athlete:bosh,concept:athleteledsportsteam,concept:sportsteam:raptors,0.4503163397,1
concept:athlete:matt+AF8-lawton,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:sergio+AF8-mitre,concept:athleteplayssport,concept:sport:baseball,0.4796205461,1
concept:athlete:ryan+AF8-shealy,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:jayson+AF8-werth,concept:athleteplayssport,concept:sport:baseball,0.4324305952,1
concept:personmexico:luke+AF8-scott,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4143873155,1
concept:athlete:brian+AF8-schneider,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4134325087,1
concept:athlete:monta+AF8-ellis,concept:athleteledsportsteam,concept:sportsteam:golden+AF8-state+AF8-warriors,0.4276425838,1
concept:coach:tony+AF8-dungy,concept:coachesteam,concept:sportsteam:colts,0.4521664083,1
concept:athlete:miguel+AF8-tejada,concept:athleteledsportsteam,concept:sportsteam:houston+AF8-astros,0.3155699313,0
concept:athlete:doug+AF8-davis,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:james+AF8-shields,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:coach:j+AF8-j+AF8AXw-hardy,concept:athleteplaysforteam,concept:sportsteam:brewers,0.2276423454,0
concept:sportsteam:red+AF8-wings,concept:teamhomestadium,concept:stadiumoreventvenue:joe+AF8-louis+AF8-arena,0.4148673415,1
concept:athlete:kerry+AF8-wood,concept:athleteplaysinleague,concept:sportsleague:mlb,0.5158090591,1
concept:athlete:andray+AF8-blatche,concept:athleteplaysforteam,concept:sportsteam:washington+AF8-wizards,0.4197859478,0
concept:athlete:hunter+AF8-pence,concept:athleteplayssport,concept:sport:baseball,0.4393096566,1
concept:personmexico:javier+AF8-lopez,concept:athleteplaysinleague,concept:sportsleague:mlb,0.2034325087,1
concept:athlete:dave+AF8-roberts,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:sportsteam:colts,concept:teamplaysinleague,concept:sportsleague:nfl,0.4470141828,1
concept:athlete:david+AF8-justice,concept:athleteledsportsteam,concept:sportsteam:atlanta+AF8-braves,0.4276425838,1
concept:personmexico:lastings+AF8-milledge,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:dustin+AF8-ackley,concept:athleteplayssport,concept:sport:baseball,0.4070726931,1
concept:sportsteam:pittsburgh+AF8-penguins,concept:teamhomestadium,concept:stadiumoreventvenue:mellon+AF8-arena,0.4276425838,1
concept:coach:fausto+AF8-carmona,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4148387313,1
concept:sportsteam:reds,concept:teamhomestadium,concept:stadiumoreventvenue:great+AF8-american+AF8-ball+AF8-park,0.4649315178,1
concept:athlete:brad+AF8-eldred,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4475468695,1
concept:sportsteam:lsu,concept:teamhomestadium,concept:stadiumoreventvenue:tiger+AF8-stadium,0.4276425838,1
concept:athlete:freddy+AF8-garcia,concept:athleteplayssport,concept:sport:baseball,0.4475862384,1
concept:athlete:tim+AF8-wakefield,concept:athleteplayssport,concept:sport:baseball,0.4346316457,1
concept:sportsteam:tampa+AF8-bay+AF8-devil+AF8-rays,concept:teamplaysinleague,concept:sportsleague:mlb,0.4784650207,1
concept:athlete:chris+AF8-webber,concept:athleteplaysforteam,concept:sportsteam:sixers,0.4076425838,0
concept:athlete:ben+AF8-roethlisberger,concept:athleteledsportsteam,concept:sportsteam:steelers,0.7620705366,1
concept:personasia:brett+AF8-gardner,concept:athleteplaysinleague,concept:sportsleague:mlb,0.5664188266,1
concept:athlete:jair+AF8-jurrjens,concept:athleteplayssport,concept:sport:baseball,0.4245181382,1
concept:personmexico:mickey+AF8-cochrane,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4213554561,1
concept:personmexico:d+AF8-j+AF8AXw-mbenga,concept:worksfor,concept:sportsteam:akron,0.4372947514,0
concept:sport:baseball,concept:sportusesstadium,concept:stadiumoreventvenue:yankee+AF8-stadium,0.1276425838,1
concept:sportsteam:michigan+AF8-state,concept:teamhomestadium,concept:stadiumoreventvenue:spartan+AF8-stadium,0.4475468695,1
concept:athlete:magglio+AF8-ordonez,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:favre,concept:athleteplaysforteam,concept:sportsteam:new+AF8-york+AF8-jets,0.411806196,1
concept:athlete:chris+AF8-resop,concept:athleteplayssport,concept:sport:baseball,0.4832422733,1
concept:athlete:damon,concept:athleteledsportsteam,concept:sportsteam:new+AF8-york+AF8-yankees,0.4076425838,0
concept:sportsteam:minnesota+AF8-timberwolves,concept:teamplaysinleague,concept:sportsleague:nba,0.4276425838,1
concept:sportsteam:portland+AF8-trail+AF8-blazers,concept:teamplaysinleague,concept:sportsleague:nba,0.4170643091,1
concept:personmexico:boof+AF8-bonser,concept:athleteplayssport,concept:sport:baseball,0.4158459604,1
concept:athlete:matt+AF8-hasselbeck,concept:athleteplaysforteam,concept:sportsteam:seahawks,0.4330238998,1
concept:sportsteam:raptors,concept:teamplaysinleague,concept:sportsleague:nba,0.4276426435,1
concept:athlete:anibal+AF8-sanchez,concept:athleteplayssport,concept:sport:baseball,0.4456453919,1
concept:athlete:tyler+AF8-clippard,concept:athleteplayssport,concept:sport:baseball,0.4134325087,1
concept:male:alex+AF8-rios,concept:athleteplaysinleague,concept:sportsleague:mlb,0.447586298,1
concept:athlete:sean+AF8-burnett,concept:athleteplayssport,concept:sport:baseball,0.4106098115,1
concept:sportsteam:penn+AF8-state+AF8-nittany+AF8-lions,concept:teamplaysinleague,concept:sportsleague:ncaa,0.4276425838,1
concept:personmexico:ivan+AF8-rodriguez,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4231376648,1
concept:athlete:chris+AF8-smith,concept:athleteplayssport,concept:sport:baseball,0.7181857228,1
concept:athlete:ramon+AF8-hernandez,concept:athleteplayssport,concept:sport:baseball,0.4207715392,1
concept:personasia:juan+AF8-cruz,concept:athleteplaysforteam,concept:sportsteam:new+AF8-york+AF8-yankees,0.3484957159,0
concept:athlete:derek+AF8-lowe,concept:athleteplayssport,concept:sport:baseball,0.6202318668,1
concept:personmexico:carlos+AF8-beltran,concept:athleteplaysinleague,concept:sportsleague:mlb,0.5359350443,1
concept:personaustralia:david+AF8-ross,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4251868129,1
concept:athlete:brady+AF8-quinn,concept:athleteplaysforteam,concept:sportsteam:cleveland+AF8-browns,0.4194733202,1
