ID,Subject,Predicate,Object,MturkTruth,Sub_par_Pred,Sub_Pred,Obj_par_Pred,Obj_Pred,Sub_Obj,Strength
208743,concept:personmexico:matt_diaz,concept:athleteplayssport,concept:sport:baseball,1,92,1,509,509,1,259173
209443,concept:personmexico:raul_valdes,concept:athleteplayssport,concept:sport:baseball,1,92,1,509,509,1,259173
220417,concept:athlete:shaq,concept:athleteledsportsteam,concept:sportsteam:suns,1,179,1,229,4,2,547.5
219801,concept:athlete:rafer_alston,concept:athleteplaysforteam,concept:sportsteam:rockets,1,179,1,228,4,2,545.5
211539,concept:coach:paul_byrd,concept:athleteplaysinleague,concept:sportsleague:mlb,1,35,1,509,509,1,259116
208744,concept:personmexico:matt_kemp,concept:athleteplayssport,concept:sport:baseball,1,92,1,509,509,1,259173
208680,concept:athlete:kevin_brown,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
221088,concept:sportsteam:cleveland_browns,concept:teamhomestadium,concept:stadiumoreventvenue:cleveland_browns_stadium,1,97,1,97,1,1,194
211893,concept:athlete:micah_owings,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
208189,concept:athlete:alan_trammell,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
208726,concept:personmexico:casey_kotchman,concept:athleteplayssport,concept:sport:baseball,1,92,1,509,509,1,259173
211745,concept:athlete:justin_verlander,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211939,concept:athlete:jesse_litsch,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211620,concept:personmexico:jorge_posada,concept:athleteplaysinleague,concept:sportsleague:mlb,1,92,1,509,509,1,259173
212409,concept:sportsteam:knicks,concept:teamplaysinleague,concept:sportsleague:nba,1,88,1,88,27,1,2464
208782,concept:athlete:mike_gonzalez,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
212078,concept:sportsteam:cleveland_indians,concept:teamplaysinleague,concept:sportsleague:mlb,1,88,1,88,27,1,2464
208701,concept:athlete:coco_crisp,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
208615,concept:athlete:steve_carlton,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
211971,concept:coach:mike_macdougal,concept:athleteplaysinleague,concept:sportsleague:mlb,1,35,1,509,509,1,259116
214138,concept:athlete:trent_edwards,concept:athleteledsportsteam,concept:sportsteam:bills,1,179,1,229,3,2,433
221382,concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:petco_park,1,83,28,83,1,1,2407
211969,concept:athlete:zack_greinke,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
220070,concept:athlete:adrian_beltre,concept:athleteledsportsteam,concept:sportsteam:seattle_mariners,1,179,1,229,3,2,433
211895,concept:athlete:scott_hairston,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
208900,concept:personmexico:francisco_garcia,concept:athleteplayssport,concept:sport:baseball,1,92,1,509,509,1,259173
220431,concept:athlete:carlos_pena,concept:athleteledsportsteam,concept:sportsteam:tampa_bay_devil_rays,1,179,1,229,3,2,433
211998,concept:athlete:bj_upton,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
220090,concept:athlete:adrian_beltre,concept:athleteplaysforteam,concept:sportsteam:seattle_mariners,1,179,1,228,3,2,431.5
211996,concept:athlete:cc_sabathia,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
214329,concept:athlete:rajon_rondo,concept:athleteplaysforteam,concept:sportsteam:boston_celtics,1,179,1,228,2,2,317.5
211471,concept:athlete:sergio_romo,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
209357,concept:personmexico:morgan_ensberg,concept:athleteplayssport,concept:sport:baseball,1,92,1,509,509,1,259173
221564,concept:personmexico:james_white,concept:athletehomestadium,concept:stadiumoreventvenue:united_center,1,2,1,11,1,1,13
211860,concept:personmexico:luis_castillo,concept:athleteplaysinleague,concept:sportsleague:mlb,1,92,1,509,509,1,259173
218026,concept:personmexico:carlos_beltran,concept:athleteplaysforteam,concept:sportsteam:new_york_mets,1,30,1,228,8,2,927
214832,concept:athlete:kirk_hinrich,concept:athleteledsportsteam,concept:sportsteam:chicago_bulls,1,179,1,229,3,2,433
209336,concept:coach:brian_sanches,concept:athleteplayssport,concept:sport:baseball,1,35,1,509,509,1,259116
211762,concept:coach:brian_bruney,concept:athleteplaysinleague,concept:sportsleague:mlb,1,35,1,509,509,1,259116
215326,concept:personmexico:greg_biffle,concept:athleteledsportsteam,concept:sportsteam:dodgers,1,30,1,229,5,2,587.5
214225,concept:personmexico:vernon_wells,concept:athleteledsportsteam,concept:sportsteam:blue_jays,1,30,1,229,2,2,244
211842,concept:personmexico:joe_inglett,concept:athleteplaysinleague,concept:sportsleague:mlb,1,92,1,509,509,1,259173
212101,concept:sportsteam:tampa_bay_rays,concept:teamplaysinleague,concept:sportsleague:mlb,1,88,1,88,27,1,2464
208799,concept:athlete:ross_gload,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
208200,concept:athlete:eddie_mathews,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
216761,concept:athlete:noah_lowry,concept:athleteplaysforteam,concept:sportsteam:n1985_chicago_bears,0,179,1,228,3,2,431.5
211417,concept:athlete:matt_williams,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211469,concept:athlete:santiago_casilla,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211793,concept:athlete:paul_maholm,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
219384,concept:athlete:hakim_warrick,concept:athleteledsportsteam,concept:sportsteam:reds,0,179,1,229,4,2,547.5
211806,concept:athlete:kevin_millar,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
219601,concept:athlete:david_ortiz,concept:athleteplaysforteam,concept:sportsteam:red_sox,1,179,1,228,12,2,1457.5
211836,concept:coach:jose_ceda,concept:athleteplaysinleague,concept:sportsleague:mlb,1,35,1,509,509,1,259116
211668,concept:athlete:esteban_loaiza,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
219636,concept:coach:horacio_ramirez,concept:athleteledsportsteam,concept:sportsteam:red_sox,1,10,1,229,12,4,689.5
218184,concept:athlete:xavier_nady,concept:athleteledsportsteam,concept:sportsteam:new_york_yankees,1,179,1,229,14,2,1692.5
209133,concept:athlete:david_ortiz,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
208725,concept:personmexico:carlos_beltran,concept:athleteplayssport,concept:sport:baseball,1,92,1,509,509,1,259173
209387,concept:personmexico:michael_barrett,concept:athleteplayssport,concept:sport:baseball,1,92,1,509,509,1,259173
208188,concept:athlete:adam_bostick,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
216442,concept:personmexico:dan_uggla,concept:athleteledsportsteam,concept:sportsteam:marlins,1,30,1,229,5,2,587.5
208849,concept:personmexico:nick_punto,concept:athleteplayssport,concept:sport:baseball,1,92,1,509,509,1,259173
208212,concept:athlete:luis_valbuena,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
208902,concept:personmexico:jason_frasor,concept:athleteplayssport,concept:sport:baseball,1,92,1,509,509,1,259173
209134,concept:athlete:jake_tsakalidis,concept:athleteplayssport,concept:sport:baseball,0,374,1,509,509,1,259455
215385,concept:athlete:jeff_kent,concept:athleteplaysforteam,concept:sportsteam:dodgers,1,179,1,228,5,2,659.5
221062,concept:sportsteam:wisconsin_badgers,concept:teamhomestadium,concept:stadiumoreventvenue:camp_randall_stadium,1,97,1,97,1,1,194
209022,concept:athlete:jim_johnson,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
215903,concept:athlete:david_price,concept:athleteplaysforteam,concept:sportsteam:jazz,0,179,1,228,2,2,317.5
211817,concept:athlete:mark_buehrle,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211694,concept:personmexico:jack_morris,concept:athleteplaysinleague,concept:sportsleague:mlb,1,92,1,509,509,1,259173
208594,concept:personmexico:shane_victorino,concept:athleteplayssport,concept:sport:baseball,1,92,1,509,509,1,259173
208574,concept:athlete:jeff_nelson,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
219406,concept:athlete:ken_griffey_jr_,concept:athleteledsportsteam,concept:sportsteam:reds,1,179,1,229,4,2,547.5
211580,concept:personmexico:brian_bannister,concept:athleteplaysinleague,concept:sportsleague:mlb,1,92,1,509,509,1,259173
211528,concept:personmexico:chris_iannetta,concept:athleteplaysinleague,concept:sportsleague:mlb,1,92,1,509,509,1,259173
208606,concept:athlete:mike_rabelo,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
212002,concept:athlete:honus_wagner,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
221222,concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:jacobs_field,1,83,28,83,1,1,2407
211575,concept:athlete:mike_rabelo,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211983,concept:athlete:c_j__wilson,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211846,concept:athlete:tim_redding,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
208556,concept:athlete:dexter_fowler,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
216215,concept:athlete:samardo_samuels,concept:athleteplaysforteam,concept:sportsteam:louis_cardinals,0,179,1,228,6,2,773.5
211576,concept:athlete:otis_nixon,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
220664,concept:personmexico:nick_punto,concept:athleteledsportsteam,concept:sportsteam:twins,1,30,1,229,3,2,358.5
208767,concept:athlete:kosuke_fukudome,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
218176,concept:athlete:babe_ruth,concept:athleteplaysforteam,concept:sportsteam:new_york_yankees,0,179,1,228,14,2,1685.5
209182,concept:athlete:chad_qualls,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
211885,concept:athlete:jayson_werth,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
214831,concept:personmexico:james_white,concept:athleteplaysforteam,concept:sportsteam:chicago_bulls,1,30,1,228,3,2,357
214032,concept:personafrica:troy_smith,concept:athleteplaysforteam,concept:sportsteam:baltimore_colts,0,1,1,228,3,2,342.5
211902,concept:athlete:andruw_jones,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211765,concept:coach:scott_schoeneweis,concept:athleteplaysinleague,concept:sportsleague:mlb,1,35,1,509,509,1,259116
221036,concept:sportsteam:milwaukee_bucks,concept:teamhomestadium,concept:stadiumoreventvenue:bradley_center,1,97,1,97,1,1,194
212407,concept:sportsteam:heat,concept:teamplaysinleague,concept:sportsleague:nba,1,88,1,88,27,1,2464
211938,concept:athlete:jason_michaels,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
208789,concept:athlete:orlando_cabrera,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
211633,concept:athlete:jason_phillips,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
221049,concept:sportsteam:st___louis_cardinals,concept:teamhomestadium,concept:stadiumoreventvenue:busch_memorial_stadium,1,97,1,97,3,1,388
211918,concept:personmexico:ubaldo_jimenez,concept:athleteplaysinleague,concept:sportsleague:mlb,1,92,1,509,509,1,259173
211940,concept:athlete:jim_johnson,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211711,concept:athlete:pedro_alvarez,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211658,concept:athlete:gavin_floyd,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
212054,concept:athlete:james_loney,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211564,concept:athlete:vicente_padilla,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211474,concept:athlete:tony_sipp,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
209021,concept:personmexico:cole_hamels,concept:athleteplayssport,concept:sport:baseball,1,92,1,509,509,1,259173
212399,concept:sportsteam:atlanta_hawks,concept:teamplaysinleague,concept:sportsleague:nba,1,88,1,88,27,1,2464
219446,concept:athlete:jason_campbell,concept:athleteplaysforteam,concept:sportsteam:redskins,1,179,1,228,2,2,317.5
211761,concept:athlete:woody_williams,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211591,concept:personmexico:francisco_garcia,concept:athleteplaysinleague,concept:sportsleague:mlb,1,92,1,509,509,1,259173
208732,concept:personmexico:david_ragan,concept:athleteplayssport,concept:sport:baseball,0,92,1,509,509,1,259173
221447,concept:sportsteam:toronto_blue_jays,concept:teamhomestadium,concept:stadiumoreventvenue:rogers_centre,1,97,1,97,1,1,194
215928,concept:athlete:damon_huard,concept:athleteledsportsteam,concept:sportsteam:kansas_city_chiefs,1,179,1,229,1,2,204
212085,concept:sportsteam:milwaukee_brewers,concept:teamplaysinleague,concept:sportsleague:mlb,1,88,1,88,27,1,2464
209232,concept:athlete:denny_bautista,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
217957,concept:athlete:brett_favre,concept:athleteplaysforteam,concept:sportsteam:new_york_jets,0,179,1,228,4,2,545.5
211606,concept:athlete:akinori_iwamura,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
208885,concept:athlete:gary_sheffield,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
220614,concept:athlete:vince_young,concept:athleteplaysforteam,concept:sportsteam:titans,1,179,1,228,2,2,317.5
208604,concept:athlete:michael_cuddyer,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
209444,concept:personmexico:curtis_granderson,concept:athleteplayssport,concept:sport:baseball,1,92,1,509,509,1,259173
211964,concept:athlete:nick_swisher,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211795,concept:athlete:tim_wakefield,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
208620,concept:athlete:xavier_nady,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
208908,concept:personmexico:jorge_sosa,concept:athleteplayssport,concept:sport:baseball,1,92,1,509,509,1,259173
208584,concept:personmexico:joe_inglett,concept:athleteplayssport,concept:sport:baseball,1,92,1,509,509,1,259173
212427,concept:sportsteam:utah_jazz,concept:teamplaysinleague,concept:sportsleague:nba,1,88,1,88,27,1,2464
219638,concept:coach:kevin_youkilis,concept:athleteplaysforteam,concept:sportsteam:red_sox,1,9,1,228,12,2,1372.5
221035,concept:sportsleague:nba,concept:leaguestadiums,concept:stadiumoreventvenue:bradley_center,1,83,23,83,1,1,1992
209383,concept:athlete:jason_isringhausen,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
221101,concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:coors_field,1,83,28,83,1,1,2407
220440,concept:athlete:carlos_pena,concept:athleteplaysforteam,concept:sportsteam:tampa_bay_devil_rays,1,179,1,228,3,2,431.5
211738,concept:personmexico:chien_ming_wang,concept:athleteplaysinleague,concept:sportsleague:mlb,1,92,1,509,509,1,259173
221379,concept:sportsteam:denver_nuggets,concept:teamhomestadium,concept:stadiumoreventvenue:pepsi_center,1,97,1,97,1,1,194
211952,concept:athlete:sergio_mitre,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211686,concept:athlete:brad_ausmus,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
212026,concept:athlete:frank_robinson,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
219422,concept:athlete:ryan_freel,concept:athleteplaysforteam,concept:sportsteam:reds,1,179,1,228,4,2,545.5
216232,concept:personmexico:eric_dickerson,concept:athleteplaysforteam,concept:sportsteam:louis_cardinals,0,30,1,228,6,2,699
208820,concept:athlete:wade_boggs,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
214362,concept:athlete:matt_ryan,concept:athleteplaysforteam,concept:sportsteam:boston_college,1,179,1,228,1,2,203.5
211966,concept:personmexico:jeff_francis,concept:athleteplaysinleague,concept:sportsleague:mlb,1,92,1,509,509,1,259173
208924,concept:athlete:matt_lindstrom,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
214142,concept:athlete:j_p__arencibia,concept:athleteledsportsteam,concept:sportsteam:bills,0,179,1,229,3,2,433
214031,concept:personafrica:troy_smith,concept:athleteledsportsteam,concept:sportsteam:baltimore_colts,0,1,1,229,3,2,344
219602,concept:athlete:julio_franco,concept:athleteplaysforteam,concept:sportsteam:red_sox,0,179,1,228,12,2,1457.5
211431,concept:athlete:david_herndon,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
213630,concept:sportsteam:minnesota_vikings,concept:teamplaysinleague,concept:sportsleague:nfl,1,88,1,88,20,1,1848
218355,concept:athlete:jr_russell,concept:athleteplaysforteam,concept:sportsteam:oakland_raiders,0,179,1,228,1,2,203.5
211941,concept:personmexico:matt_capps,concept:athleteplaysinleague,concept:sportsleague:mlb,1,92,1,509,509,1,259173
215741,concept:athlete:dwyane_wade,concept:athleteledsportsteam,concept:sportsteam:heat,1,179,1,229,2,3,212.3333333333
209389,concept:athlete:koyie_hill,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
211980,concept:athlete:chad_durbin,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
212033,concept:personmexico:curtis_granderson,concept:athleteplaysinleague,concept:sportsleague:mlb,1,92,1,509,509,1,259173
208576,concept:personmexico:alfonso_soriano,concept:athleteplayssport,concept:sport:baseball,1,92,1,509,509,1,259173
211957,concept:personmexico:johnny_damon,concept:athleteplaysinleague,concept:sportsleague:mlb,1,92,1,509,509,1,259173
216191,concept:personus:kobe_bryant,concept:athleteplaysforteam,concept:sportsteam:los_angeles_lakers,1,1,1,228,8,2,912.5
211596,concept:athlete:robin_ventura,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211999,concept:athlete:thome,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
219611,concept:athlete:dustin_pedroia,concept:athleteledsportsteam,concept:sportsteam:red_sox,1,179,1,229,12,2,1463.5
208676,concept:personmexico:joey_gathright,concept:athleteplayssport,concept:sport:baseball,1,92,1,509,509,1,259173
208634,concept:athlete:david_herndon,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
208698,concept:athlete:brian_roberts,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
209253,concept:athlete:bj_upton,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
214230,concept:personmexico:vernon_wells,concept:athleteplaysforteam,concept:sportsteam:blue_jays,1,30,1,228,2,2,243
220106,concept:athlete:ichiro_suzuki,concept:athleteplaysforteam,concept:sportsteam:seattle_mariners,1,179,1,228,3,2,431.5
221194,concept:sportsteam:ducks,concept:teamhomestadium,concept:stadiumoreventvenue:honda_center,1,97,1,97,1,1,194
208585,concept:personmexico:jorge_posada,concept:athleteplayssport,concept:sport:baseball,1,92,1,509,509,1,259173
208929,concept:athlete:nick_masset,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
208815,concept:athlete:tom_seaver,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
221178,concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:great_american_ball_park,1,83,28,83,1,1,2407
209214,concept:athlete:santiago_casilla,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
211704,concept:athlete:ross_gload,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
219968,concept:personmexico:khalil_greene,concept:athleteplaysforteam,concept:sportsteam:san_diego_chargers,0,30,1,228,4,2,471
220992,concept:sportsteam:liverpool,concept:teamhomestadium,concept:stadiumoreventvenue:anfield,1,97,1,97,1,1,194
218518,concept:athlete:bart_starr,concept:athleteledsportsteam,concept:sportsteam:packers,1,179,1,229,3,2,433
211931,concept:athlete:a_j__burnett,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
216485,concept:athlete:juan_pie,concept:athleteplaysforteam,concept:sportsteam:marlins,1,179,1,228,5,2,659.5
212402,concept:sportsteam:charlotte_bobcats,concept:teamplaysinleague,concept:sportsleague:nba,1,88,1,88,27,1,2464
209236,concept:athlete:jo_jo_reyes,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
209393,concept:athlete:rondell_white,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
211802,concept:athlete:brian_giles,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211637,concept:athlete:carlos_pena,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
219328,concept:athlete:jose_calderon,concept:athleteledsportsteam,concept:sportsteam:raptors,0,179,1,229,7,2,891
221094,concept:sportsteam:detroit_tigers,concept:teamhomestadium,concept:stadiumoreventvenue:comerica,1,97,1,97,1,1,194
208553,concept:athlete:david_justice,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
215592,concept:athlete:richard_hamilton,concept:athleteplaysforteam,concept:sportsteam:fort_wayne_pistons,0,179,1,228,2,2,317.5
215786,concept:athlete:miguel_tejada,concept:athleteplaysforteam,concept:sportsteam:houston_astros,0,179,1,228,4,2,545.5
218004,concept:athlete:jose_reyes,concept:athleteplaysforteam,concept:sportsteam:new_york_mets,0,179,1,228,8,2,1001.5
219365,concept:athlete:morris_peterson,concept:athleteledsportsteam,concept:sportsteam:raptors,1,179,1,229,7,2,891
216206,concept:personmexico:eric_dickerson,concept:athleteledsportsteam,concept:sportsteam:louis_cardinals,0,30,1,229,6,2,702
208722,concept:personmexico:brad_hawpe,concept:athleteplayssport,concept:sport:baseball,1,92,1,509,509,1,259173
208190,concept:athlete:andruw_jones,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
208828,concept:coach:randor_bierd,concept:athleteplayssport,concept:sport:baseball,1,35,1,509,509,1,259116
217959,concept:athlete:favre,concept:athleteledsportsteam,concept:sportsteam:new_york_jets,1,179,1,229,4,2,547.5
218120,concept:personmexico:melky_cabrera,concept:athleteledsportsteam,concept:sportsteam:new_york_yankees,0,30,1,229,14,2,1618
211789,concept:athlete:michael_cuddyer,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
212422,concept:sportsteam:sacramento_kings,concept:teamplaysinleague,concept:sportsleague:nba,1,88,1,88,27,1,2464
218037,concept:athlete:johan_santana,concept:athleteledsportsteam,concept:sportsteam:new_york_mets,1,179,1,229,8,2,1005.5
219348,concept:athlete:bosh,concept:athleteledsportsteam,concept:sportsteam:raptors,1,179,1,229,7,2,891
211643,concept:athlete:matt_lawton,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
209059,concept:athlete:sergio_mitre,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
211587,concept:athlete:ryan_shealy,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
208714,concept:athlete:jayson_werth,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
211888,concept:personmexico:luke_scott,concept:athleteplaysinleague,concept:sportsleague:mlb,1,92,1,509,509,1,259173
211839,concept:athlete:brian_schneider,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
215656,concept:athlete:monta_ellis,concept:athleteledsportsteam,concept:sportsteam:golden_state_warriors,1,179,1,229,2,2,318.5
215127,concept:coach:tony_dungy,concept:coachesteam,concept:sportsteam:colts,1,13,1,23,1,1,36
215761,concept:athlete:miguel_tejada,concept:athleteledsportsteam,concept:sportsteam:houston_astros,0,179,1,229,4,2,547.5
211611,concept:athlete:doug_davis,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211852,concept:athlete:james_shields,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
214405,concept:coach:j_j__hardy,concept:athleteplaysforteam,concept:sportsteam:brewers,0,9,1,228,3,2,346.5
221228,concept:sportsteam:red_wings,concept:teamhomestadium,concept:stadiumoreventvenue:joe_louis_arena,1,97,1,97,1,1,194
211961,concept:athlete:kerry_wood,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
220832,concept:athlete:andray_blatche,concept:athleteplaysforteam,concept:sportsteam:washington_wizards,0,179,1,228,2,2,317.5
208890,concept:athlete:hunter_pence,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
212058,concept:personmexico:javier_lopez,concept:athleteplaysinleague,concept:sportsleague:mlb,1,92,1,509,509,1,259173
211420,concept:athlete:dave_roberts,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
213622,concept:sportsteam:colts,concept:teamplaysinleague,concept:sportsleague:nfl,1,88,1,88,20,1,1848
213931,concept:athlete:david_justice,concept:athleteledsportsteam,concept:sportsteam:atlanta_braves,1,179,1,229,6,2,776.5
208848,concept:personmexico:lastings_milledge,concept:athleteplayssport,concept:sport:baseball,1,92,1,509,509,1,259173
208199,concept:athlete:dustin_ackley,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
221294,concept:sportsteam:pittsburgh_penguins,concept:teamhomestadium,concept:stadiumoreventvenue:mellon_arena,1,97,1,97,1,1,194
211925,concept:coach:fausto_carmona,concept:athleteplaysinleague,concept:sportsleague:mlb,1,35,1,509,509,1,259116
221180,concept:sportsteam:reds,concept:teamhomestadium,concept:stadiumoreventvenue:great_american_ball_park,1,97,1,97,1,1,194
211487,concept:athlete:brad_eldred,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
221547,concept:sportsteam:lsu,concept:teamhomestadium,concept:stadiumoreventvenue:tiger_stadium,1,97,1,97,1,1,194
208563,concept:athlete:freddy_garcia,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
208944,concept:athlete:tim_wakefield,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
212021,concept:sportsteam:tampa_bay_devil_rays,concept:teamplaysinleague,concept:sportsleague:mlb,1,88,1,88,27,1,2464
220146,concept:athlete:chris_webber,concept:athleteplaysforteam,concept:sportsteam:sixers,0,179,1,228,1,2,203.5
220319,concept:athlete:ben_roethlisberger,concept:athleteledsportsteam,concept:sportsteam:steelers,1,179,1,229,2,2,318.5
212006,concept:personasia:brett_gardner,concept:athleteplaysinleague,concept:sportsleague:mlb,1,1,1,509,509,1,259082
209010,concept:athlete:jair_jurrjens,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
211986,concept:personmexico:mickey_cochrane,concept:athleteplaysinleague,concept:sportsleague:mlb,1,92,1,509,509,1,259173
213850,concept:personmexico:d_j__mbenga,concept:worksfor,concept:sportsteam:akron,0,1,1,9,1,2,5
